         64297 function calls (63794 primitive calls) in 0.126 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       78    0.000    0.000    0.000    0.000 blocks.py:184(to_dense)
       39    0.000    0.000    0.000    0.000 frame.py:3416(_ensure_valid_index)
       52    0.000    0.000    0.000    0.000 inference.py:121(is_iterator)
       13    0.000    0.000    0.000    0.000 {pandas._libs.missing.isnaobj}
       39    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
      105    0.000    0.000    0.000    0.000 __init__.py:210(iteritems)
        3    0.000    0.000    0.000    0.000 frame.py:3349(_box_col_values)
       39    0.000    0.000    0.000    0.000 {numpy.bincount}
       65    0.000    0.000    0.000    0.000 son.py:57(__setitem__)
       13    0.000    0.000    0.000    0.000 <string>:28(_replace)
      301    0.000    0.000    0.000    0.000 blocks.py:308(dtype)
       13    0.000    0.000    0.000    0.000 common.py:212(dict_keys_to_ordered_list)
       13    0.000    0.000    0.000    0.000 client_session.py:638(_clear_stale)
      172    0.000    0.000    0.000    0.000 managers.py:143(ndim)
       13    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
       13    0.000    0.000    0.000    0.000 pool.py:1069(_check)
      152    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
       13    0.000    0.000    0.000    0.000 server.py:136(get_socket)
      119    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 series.py:152(__init__)
      117    0.000    0.000    0.000    0.000 base.py:4683(_maybe_cast_indexer)
      404    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
        4    0.000    0.000    0.000    0.000 blocks.py:225(make_block_same_class)
       13    0.000    0.000    0.000    0.000 common.py:439(validate_is_mapping)
       13    0.000    0.000    0.000    0.000 arrays.py:7(extract_array)
       93    0.000    0.000    0.000    0.000 managers.py:308(<genexpr>)
      234    0.000    0.000    0.000    0.000 managers.py:1488(_block)
      305    0.000    0.000    0.000    0.000 blocks.py:195(mgr_locs)
       13    0.000    0.000    0.000    0.000 {built-in method now}
       16    0.000    0.000    0.000    0.000 base.py:3940(__getitem__)
       13    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 base.py:1658(is_unique)
       39    0.000    0.000    0.000    0.000 inference.py:470(is_sequence)
       13    0.000    0.000    0.000    0.000 blocks.py:3100(_extend_blocks)
       13    0.000    0.000    0.000    0.000 server.py:40(open)
       13    0.000    0.000    0.000    0.000 fromnumeric.py:942(argsort)
      131    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x000000006EA691E0}
       78    0.000    0.000    0.000    0.000 base.py:551(<dictcomp>)
      105    0.000    0.000    0.000    0.000 base.py:633(_reset_identity)
       97    0.000    0.000    0.000    0.000 base.py:5318(ensure_index)
       13    0.000    0.000    0.000    0.000 threading.py:373(notify)
       13    0.000    0.000    0.000    0.000 topology_description.py:187(known_servers)
       39    0.000    0.000    0.000    0.000 client_session.py:526(_in_transaction)
       26    0.000    0.000    0.000    0.000 numeric.py:748(<setcomp>)
       13    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
       26    0.000    0.000    0.000    0.000 common.py:1513(is_string_like_dtype)
       13    0.000    0.000    0.000    0.000 common.py:204(try_sort)
       13    0.000    0.000    0.000    0.000 _methods.py:45(_all)
       39    0.000    0.000    0.000    0.000 base.py:658(__array__)
      241    0.000    0.000    0.000    0.000 managers.py:206(items)
       13    0.000    0.000    0.000    0.000 client_session.py:269(__init__)
       13    0.000    0.000    0.000    0.000 managers.py:174(_is_single_block)
       26    0.000    0.000    0.000    0.000 client_session.py:588(timed_out)
      104    0.000    0.000    0.000    0.000 base.py:475(<genexpr>)
       48    0.000    0.000    0.000    0.000 base.py:3663(get_values)
       13    0.000    0.000    0.000    0.000 son.py:114(pop)
       52    0.000    0.000    0.000    0.000 generic.py:3149(_clear_item_cache)
       13    0.000    0.000    0.000    0.000 pool.py:715(send_cluster_time)
       13    0.000    0.000    0.000    0.000 common.py:641(__init__)
       17    0.000    0.000    0.000    0.000 generic.py:127(__init__)
       13    0.000    0.000    0.000    0.000 fromnumeric.py:54(_wrapfunc)
       17    0.000    0.000    0.000    0.000 {map}
       13    0.000    0.000    0.000    0.000 mongo_client.py:1551(_return_server_session)
       78    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
       13    0.000    0.000    0.000    0.000 monitor.py:71(open)
      221    0.000    0.000    0.000    0.000 common.py:122(classes_and_not_datetimelike)
       51    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       13    0.000    0.000    0.000    0.000 helpers.py:101(_check_command_response)
       15    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
       69    0.000    0.000    0.000    0.000 blocks.py:89(_check_ndim)
        1    0.000    0.000    0.000    0.000 concat.py:475(_get_concat_axis)
       13    0.000    0.000    0.000    0.000 managers.py:1844(_asarray_compat)
       93    0.000    0.000    0.000    0.000 {range}
       13    0.000    0.000    0.000    0.000 thread_util.py:38(acquire)
       13    0.000    0.000    0.000    0.000 message.py:255(use_command)
       13    0.000    0.000    0.000    0.000 random.py:275(choice)
      211    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_float}
       13    0.000    0.000    0.000    0.000 message.py:235(__init__)
       78    0.000    0.000    0.000    0.000 {time.time}
       13    0.000    0.000    0.000    0.000 pool.py:720(update_last_checkin_time)
       13    0.000    0.000    0.000    0.000 mongo_client.py:1591(_send_cluster_time)
       13    0.000    0.000    0.000    0.000 {method 'unpack_from' of 'Struct' objects}
        1    0.000    0.000    0.000    0.000 blocks.py:323(concat_same_type)
       13    0.000    0.000    0.000    0.000 contextlib.py:82(helper)
       39    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       26    0.000    0.000    0.000    0.000 threading.py:986(isAlive)
       13    0.000    0.000    0.000    0.000 cursor.py:1069(_read_preference)
       13    0.000    0.000    0.000    0.000 topology.py:353(receive_cluster_time)
        2    0.000    0.000    0.000    0.000 concat.py:425(combine_concat_plans)
       13    0.000    0.000    0.000    0.000 son.py:46(__new__)
       13    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
       13    0.000    0.000    0.000    0.000 topology.py:441(return_server_session)
       13    0.000    0.000    0.000    0.000 managers.py:1850(_shape_compat)
       13    0.000    0.000    0.000    0.000 cursor.py:326(__query_spec)
       28    0.000    0.000    0.000    0.000 range.py:89(ensure_int)
      211    0.000    0.000    0.000    0.000 {hash}
       39    0.000    0.000    0.000    0.000 client_session.py:250(active)
       92    0.000    0.000    0.000    0.000 base.py:676(dtype)
      145    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       13    0.000    0.000    0.000    0.000 frame.py:491(shape)
       13    0.000    0.000    0.000    0.000 <string>:12(_make)
       13    0.000    0.000    0.000    0.000 server_description.py:200(is_server_type_known)
